step,bee,action,claim_slot,claim_flower,battery_pct,load,status
88,1,0,0,1,84.5,0.00,SILENT,IDLE-SILENT
88,2,0,0,1,36.7,0.00,SILENT,IDLE-SILENT
88,3,0,0,1,78.4,0.00,SILENT,IDLE-SILENT
88,4,0,0,1,68.3,0.00,SILENT,IDLE-SILENT
89,0,0,0,1,84.6,0.00,SILENT,IDLE-SILENT
89,1,0,0,1,84.4,0.00,SILENT,IDLE-SILENT
89,2,0,0,1,36.6,0.00,SILENT,IDLE-SILENT
89,3,0,0,1,78.3,0.00,SILENT,IDLE-SILENT
89,4,0,0,1,68.2,0.00,SILENT,IDLE-SILENT
90,0,0,0,1,84.5,0.00,SILENT,IDLE-SILENT
90,1,0,0,1,84.3,0.00,SILENT,IDLE-SILENT
90,2,0,0,1,36.5,0.00,SILENT,IDLE-SILENT
90,3,0,0,1,78.2,0.00,SILENT,IDLE-SILENT
90,4,0,0,1,68.1,0.00,SILENT,IDLE-SILENT
91,0,0,0,1,84.4,0.00,SILENT,IDLE-SILENT
91,1,0,0,1,84.2,0.00,SILENT,IDLE-SILENT
91,2,0,0,1,36.4,0.00,SILENT,IDLE-SILENT
91,3,0,0,1,78.1,0.00,SILENT,IDLE-SILENT
91,4,0,0,1,68.0,0.00,SILENT,IDLE-SILENT
92,0,0,0,1,84.3,0.00,SILENT,IDLE-SILENT
92,1,0,0,1,84.1,0.00,SILENT,IDLE-SILENT
92,2,0,0,1,36.3,0.00,SILENT,IDLE-SILENT
92,3,0,0,1,78.0,0.00,SILENT,IDLE-SILENT
92,4,0,0,1,67.9,0.00,SILENT,IDLE-SILENT
93,0,0,0,1,84.2,0.00,SILENT,IDLE-SILENT
93,1,0,0,1,84.0,0.00,SILENT,IDLE-SILENT
93,2,0,0,1,36.2,0.00,SILENT,IDLE-SILENT
93,3,0,0,1,77.9,0.00,SILENT,IDLE-SILENT
93,4,0,0,1,67.8,0.00,SILENT,IDLE-SILENT
94,0,0,0,1,84.1,0.00,SILENT,IDLE-SILENT
94,1,0,0,1,83.9,0.00,SILENT,IDLE-SILENT
94,2,0,0,1,36.1,0.00,SILENT,IDLE-SILENT
94,3,0,0,1,77.8,0.00,SILENT,IDLE-SILENT
94,4,0,0,1,67.7,0.00,SILENT,IDLE-SILENT
95,0,0,0,1,84.0,0.00,SILENT,IDLE-SILENT
95,1,0,0,1,83.8,0.00,SILENT,IDLE-SILENT
95,2,0,0,1,36.0,0.00,SILENT,IDLE-SILENT
95,3,0,0,1,77.7,0.00,SILENT,IDLE-SILENT
95,4,0,0,1,67.6,0.00,SILENT,IDLE-SILENT
96,0,0,0,1,83.9,0.00,SILENT,IDLE-SILENT
96,1,0,0,1,83.7,0.00,SILENT,IDLE-SILENT
96,2,0,0,1,35.9,0.00,SILENT,IDLE-SILENT
96,3,0,0,1,77.6,0.00,SILENT,IDLE-SILENT
96,4,0,0,1,67.5,0.00,SILENT,IDLE-SILENT
97,0,0,0,1,83.8,0.00,SILENT,IDLE-SILENT
97,1,0,0,1,83.6,0.00,SILENT,IDLE-SILENT
97,2,0,0,1,35.8,0.00,SILENT,IDLE-SILENT
97,3,0,0,1,77.5,0.00,SILENT,IDLE-SILENT
97,4,0,0,1,67.4,0.00,SILENT,IDLE-SILENT
98,0,0,0,1,83.7,0.00,SILENT,IDLE-SILENT
98,1,0,0,1,83.5,0.00,SILENT,IDLE-SILENT
98,2,0,0,1,35.7,0.00,SILENT,IDLE-SILENT
98,3,0,0,1,77.4,0.00,SILENT,IDLE-SILENT
98,4,0,0,1,67.3,0.00,SILENT,IDLE-SILENT
99,0,0,0,1,83.6,0.00,SILENT,IDLE-SILENT
99,1,0,0,1,83.4,0.00,SILENT,IDLE-SILENT
99,2,0,0,1,35.6,0.00,SILENT,IDLE-SILENT
99,3,0,0,1,77.3,0.00,SILENT,IDLE-SILENT
99,4,0,0,1,67.2,0.00,SILENT,IDLE-SILENT
100,0,0,0,1,83.5,0.00,SILENT,IDLE-SILENT
100,1,0,0,1,83.3,0.00,SILENT,IDLE-SILENT
100,2,0,0,1,35.5,0.00,SILENT,IDLE-SILENT
100,3,0,0,1,77.2,0.00,SILENT,IDLE-SILENT
100,4,0,0,1,67.1,0.00,SILENT,IDLE-SILENT
101,0,0,0,1,83.4,0.00,SILENT,IDLE-SILENT
101,1,0,0,1,83.2,0.00,SILENT,IDLE-SILENT
101,2,0,0,1,35.4,0.00,SILENT,IDLE-SILENT
101,3,0,0,1,77.1,0.00,SILENT,IDLE-SILENT
101,4,0,0,1,67.0,0.00,SILENT,IDLE-SILENT
102,0,0,0,1,83.3,0.00,SILENT,IDLE-SILENT
102,1,0,0,1,83.1,0.00,SILENT,IDLE-SILENT
102,2,0,0,1,35.3,0.00,SILENT,IDLE-SILENT
102,3,0,0,1,77.0,0.00,SILENT,IDLE-SILENT
102,4,0,0,1,66.9,0.00,SILENT,IDLE-SILENT
103,0,0,0,1,83.2,0.00,SILENT,IDLE-SILENT
103,1,0,0,1,83.0,0.00,SILENT,IDLE-SILENT
103,2,0,0,1,35.2,0.00,SILENT,IDLE-SILENT
103,3,0,0,1,76.9,0.00,SILENT,IDLE-SILENT
103,4,0,0,1,66.8,0.00,SILENT,IDLE-SILENT
104,0,0,0,1,83.1,0.00,SILENT,IDLE-SILENT
104,1,0,0,1,82.9,0.00,SILENT,IDLE-SILENT
104,2,0,0,1,35.1,0.00,SILENT,IDLE-SILENT
104,3,0,0,1,76.8,0.00,SILENT,IDLE-SILENT
104,4,0,0,1,66.7,0.00,SILENT,IDLE-SILENT
105,0,0,0,1,83.0,0.00,SILENT,IDLE-SILENT
105,1,0,0,1,82.8,0.00,SILENT,IDLE-SILENT
105,2,0,0,1,35.0,0.00,SILENT,IDLE-SILENT
105,3,0,0,1,76.7,0.00,SILENT,IDLE-SILENT
105,4,0,0,1,66.6,0.00,SILENT,IDLE-SILENT
106,0,0,0,1,82.9,0.00,SILENT,IDLE-SILENT
106,1,0,0,1,82.7,0.00,SILENT,IDLE-SILENT
106,2,0,0,1,34.9,0.00,SILENT,IDLE-SILENT
106,3,0,0,1,76.6,0.00,SILENT,IDLE-SILENT
106,4,0,0,1,66.5,0.00,SILENT,IDLE-SILENT
107,0,0,0,1,82.8,0.00,SILENT,IDLE-SILENT
107,1,0,0,1,82.6,0.00,SILENT,IDLE-SILENT
107,2,0,0,1,34.8,0.00,SILENT,IDLE-SILENT
107,3,0,0,1,76.5,0.00,SILENT,IDLE-SILENT
107,4,0,0,1,66.4,0.00,SILENT,IDLE-SILENT
108,0,0,0,1,82.7,0.00,SILENT,IDLE-SILENT
108,1,0,0,1,82.5,0.00,SILENT,IDLE-SILENT
108,2,0,0,1,34.7,0.00,SILENT,IDLE-SILENT
108,3,0,0,1,76.4,0.00,SILENT,IDLE-SILENT
108,4,0,0,1,66.3,0.00,SILENT,IDLE-SILENT
109,0,0,0,1,82.6,0.00,SILENT,IDLE-SILENT
109,1,0,0,1,82.4,0.00,SILENT,IDLE-SILENT
109,2,0,0,1,34.6,0.00,SILENT,IDLE-SILENT
109,3,0,0,1,76.3,0.00,SILENT,IDLE-SILENT
109,4,0,0,1,66.2,0.00,SILENT,IDLE-SILENT
110,0,0,0,1,82.5,0.00,SILENT,IDLE-SILENT
110,1,0,0,1,82.3,0.00,SILENT,IDLE-SILENT
110,2,0,0,1,34.5,0.00,SILENT,IDLE-SILENT
110,3,0,0,1,76.2,0.00,SILENT,IDLE-SILENT
110,4,0,0,1,66.1,0.00,SILENT,IDLE-SILENT
111,0,0,0,1,82.4,0.00,SILENT,IDLE-SILENT
111,1,0,0,1,82.2,0.00,SILENT,IDLE-SILENT
111,2,0,0,1,34.4,0.00,SILENT,IDLE-SILENT
111,3,0,0,1,76.1,0.00,SILENT,IDLE-SILENT
111,4,0,0,1,66.0,0.00,SILENT,IDLE-SILENT
112,0,0,0,1,82.3,0.00,SILENT,IDLE-SILENT
112,1,0,0,1,82.1,0.00,SILENT,IDLE-SILENT
112,2,0,0,1,34.3,0.00,SILENT,IDLE-SILENT
112,3,0,0,1,76.0,0.00,SILENT,IDLE-SILENT
112,4,0,0,1,65.9,0.00,SILENT,IDLE-SILENT
113,0,0,0,1,82.2,0.00,SILENT,IDLE-SILENT
113,1,0,0,1,82.0,0.00,SILENT,IDLE-SILENT
113,2,0,0,1,34.2,0.00,SILENT,IDLE-SILENT
113,3,0,0,1,75.9,0.00,SILENT,IDLE-SILENT
113,4,0,0,1,65.8,0.00,SILENT,IDLE-SILENT
114,0,0,0,1,82.1,0.00,SILENT,IDLE-SILENT
114,1,0,0,1,81.9,0.00,SILENT,IDLE-SILENT
114,2,0,0,1,34.1,0.00,SILENT,IDLE-SILENT
114,3,0,0,1,75.8,0.00,SILENT,IDLE-SILENT
114,4,0,0,1,65.7,0.00,SILENT,IDLE-SILENT
115,0,0,0,1,82.0,0.00,SILENT,IDLE-SILENT
115,1,0,0,1,81.8,0.00,SILENT,IDLE-SILENT
115,2,0,0,1,34.0,0.00,SILENT,IDLE-SILENT
115,3,0,0,1,75.7,0.00,SILENT,IDLE-SILENT
115,4,0,0,1,65.6,0.00,SILENT,IDLE-SILENT
116,0,0,0,1,81.9,0.00,SILENT,IDLE-SILENT
116,1,0,0,1,81.7,0.00,SILENT,IDLE-SILENT
116,2,0,0,1,33.9,0.00,SILENT,IDLE-SILENT
116,3,0,0,1,75.6,0.00,SILENT,IDLE-SILENT
116,4,0,0,1,65.5,0.00,SILENT,IDLE-SILENT
117,0,0,0,1,81.8,0.00,SILENT,IDLE-SILENT
117,1,0,0,1,81.6,0.00,SILENT,IDLE-SILENT
117,2,0,0,1,33.8,0.00,SILENT,IDLE-SILENT
117,3,0,0,1,75.5,0.00,SILENT,IDLE-SILENT
117,4,0,0,1,65.4,0.00,SILENT,IDLE-SILENT
118,0,0,0,1,81.7,0.00,SILENT,IDLE-SILENT
118,1,0,0,1,81.5,0.00,SILENT,IDLE-SILENT
118,2,0,0,1,33.7,0.00,SILENT,IDLE-SILENT
118,3,0,0,1,75.4,0.00,SILENT,IDLE-SILENT
118,4,0,0,1,65.3,0.00,SILENT,IDLE-SILENT
119,0,0,0,1,81.6,0.00,SILENT,IDLE-SILENT
119,1,0,0,1,81.4,0.00,SILENT,IDLE-SILENT
119,2,0,0,1,33.6,0.00,SILENT,IDLE-SILENT
119,3,0,0,1,75.3,0.00,SILENT,IDLE-SILENT
119,4,0,0,1,65.2,0.00,SILENT,IDLE-SILENT
120,0,0,0,1,81.5,0.00,SILENT,IDLE-SILENT
120,1,0,0,1,81.3,0.00,SILENT,IDLE-SILENT
120,2,0,0,1,33.5,0.00,SILENT,IDLE-SILENT
120,3,0,0,1,75.2,0.00,SILENT,IDLE-SILENT
120,4,0,0,1,65.1,0.00,SILENT,IDLE-SILENT
121,0,0,0,1,81.4,0.00,SILENT,IDLE-SILENT
121,1,0,0,1,81.2,0.00,SILENT,IDLE-SILENT
121,2,0,0,1,33.4,0.00,SILENT,IDLE-SILENT
121,3,0,0,1,75.1,0.00,SILENT,IDLE-SILENT
121,4,0,0,1,65.0,0.00,SILENT,IDLE-SILENT
122,0,0,0,1,81.3,0.00,SILENT,IDLE-SILENT
122,1,0,0,1,81.1,0.00,SILENT,IDLE-SILENT
122,2,0,0,1,33.3,0.00,SILENT,IDLE-SILENT
122,3,0,0,1,75.0,0.00,SILENT,IDLE-SILENT
122,4,0,0,1,64.9,0.00,SILENT,IDLE-SILENT
123,0,0,0,1,81.2,0.00,SILENT,IDLE-SILENT
123,1,0,0,1,81.0,0.00,SILENT,IDLE-SILENT
123,2,0,0,1,33.2,0.00,SILENT,IDLE-SILENT
123,3,0,0,1,74.9,0.00,SILENT,IDLE-SILENT
123,4,0,0,1,64.8,0.00,SILENT,IDLE-SILENT
124,0,0,0,1,81.1,0.00,SILENT,IDLE-SILENT
124,1,0,0,1,80.9,0.00,SILENT,IDLE-SILENT
124,2,0,0,1,33.1,0.00,SILENT,IDLE-SILENT
124,3,0,0,1,74.9,0.00,SILENT,IDLE-SILENT
124,4,0,0,1,64.7,0.00,SILENT,IDLE-SILENT
125,0,0,0,1,81.0,0.00,SILENT,IDLE-SILENT
125,1,0,0,1,80.8,0.00,SILENT,IDLE-SILENT
125,2,0,0,1,33.0,0.00,SILENT,IDLE-SILENT
125,3,0,0,1,74.9,0.00,SILENT,IDLE-SILENT
125,4,0,0,1,64.6,0.00,SILENT,IDLE-SILENT
126,0,0,0,1,80.9,0.00,SILENT,IDLE-SILENT
126,1,0,0,1,80.7,0.00,SILENT,IDLE-SILENT
126,2,0,0,1,32.9,0.00,SILENT,IDLE-SILENT
126,3,0,0,1,74.9,0.00,SILENT,IDLE-SILENT
126,4,0,0,1,64.5,0.00,SILENT,IDLE-SILENT
127,0,0,0,1,80.8,0.00,SILENT,IDLE-SILENT
127,1,0,0,1,80.6,0.00,SILENT,IDLE-SILENT
127,2,0,0,1,32.8,0.00,SILENT,IDLE-SILENT
127,3,0,0,1,74.9,0.00,SILENT,IDLE-SILENT
127,4,0,0,1,64.4,0.00,SILENT,IDLE-SILENT
128,0,0,0,1,80.7,0.00,SILENT,IDLE-SILENT
128,1,0,0,1,80.5,0.00,SILENT,IDLE-SILENT
128,2,0,0,1,32.7,0.00,SILENT,IDLE-SILENT
128,3,0,0,1,74.9,0.00,SILENT,IDLE-SILENT
128,4,0,0,1,64.3,0.00,SILENT,IDLE-SILENT
129,0,0,0,1,80.6,0.00,SILENT,IDLE-SILENT
129,1,0,0,1,80.4,0.00,SILENT,IDLE-SILENT
129,2,0,0,1,32.6,0.00,SILENT,IDLE-SILENT
129,3,0,0,1,74.9,0.00,SILENT,IDLE-SILENT
129,4,0,0,1,64.2,0.00,SILENT,IDLE-SILENT
130,0,0,0,1,80.5,0.00,SILENT,IDLE-SILENT
130,1,0,0,1,80.3,0.00,SILENT,IDLE-SILENT
130,2,0,0,1,32.5,0.00,SILENT,IDLE-SILENT
130,3,0,0,1,74.9,0.00,SILENT,IDLE-SILENT
130,4,0,0,1,64.1,0.00,SILENT,IDLE-SILENT
131,0,0,0,1,80.4,0.00,SILENT,IDLE-SILENT
131,1,0,0,1,80.2,0.00,SILENT,IDLE-SILENT
131,2,0,0,1,32.4,0.00,SILENT,IDLE-SILENT
131,3,0,0,1,74.9,0.00,SILENT,IDLE-SILENT
131,4,0,0,1,64.0,0.00,SILENT,IDLE-SILENT
132,0,0,0,1,80.3,0.00,SILENT,IDLE-SILENT
132,1,0,0,1,80.1,0.00,SILENT,IDLE-SILENT
132,2,0,0,1,32.3,0.00,SILENT,IDLE-SILENT
132,3,0,0,1,74.9,0.00,SILENT,IDLE-SILENT
132,4,0,0,1,63.9,0.00,SILENT,IDLE-SILENT
133,0,0,0,1,80.2,0.00,SILENT,IDLE-SILENT
133,1,0,0,1,80.0,0.00,SILENT,IDLE-SILENT
133,2,0,0,1,32.2,0.00,SILENT,IDLE-SILENT
133,3,0,0,1,74.9,0.00,SILENT,IDLE-SILENT
133,4,0,0,1,63.8,0.00,SILENT,IDLE-SILENT
134,0,0,0,1,80.1,0.00,SILENT,IDLE-SILENT
134,1,0,0,1,79.9,0.00,SILENT,IDLE-SILENT
134,2,0,0,1,32.1,0.00,SILENT,IDLE-SILENT
134,3,0,0,1,74.9,0.00,SILENT,IDLE-SILENT
134,4,0,0,1,63.7,0.00,SILENT,IDLE-SILENT
135,0,0,0,1,80.0,0.00,SILENT,IDLE-SILENT
135,1,0,0,1,79.8,0.00,SILENT,IDLE-SILENT
135,2,0,0,1,32.0,0.00,SILENT,IDLE-SILENT
135,3,0,0,1,74.9,0.00,SILENT,IDLE-SILENT
135,4,0,0,1,63.6,0.00,SILENT,IDLE-SILENT
136,0,0,0,1,79.9,0.00,SILENT,IDLE-SILENT
136,1,0,0,1,79.7,0.00,SILENT,IDLE-SILENT
136,2,0,0,1,31.9,0.00,SILENT,IDLE-SILENT
136,3,0,0,1,74.9,0.00,SILENT,IDLE-SILENT
136,4,0,0,1,63.5,0.00,SILENT,IDLE-SILENT
137,0,0,0,1,79.8,0.00,SILENT,IDLE-SILENT
137,1,0,0,1,79.6,0.00,SILENT,IDLE-SILENT
137,2,0,0,1,31.8,0.00,SILENT,IDLE-SILENT
137,3,0,0,1,74.9,0.00,SILENT,IDLE-SILENT
137,4,0,0,1,63.4,0.00,SILENT,IDLE-SILENT
138,0,0,0,1,79.7,0.00,SILENT,IDLE-SILENT
138,1,0,0,1,79.5,0.00,SILENT,IDLE-SILENT
138,2,0,0,1,31.7,0.00,SILENT,IDLE-SILENT
138,3,0,0,1,74.9,0.00,SILENT,IDLE-SILENT
138,4,0,0,1,63.3,0.00,SILENT,IDLE-SILENT
139,0,0,0,1,79.6,0.00,SILENT,IDLE-SILENT
139,1,0,0,1,79.4,0.00,SILENT,IDLE-SILENT
139,2,0,0,1,31.6,0.00,SILENT,IDLE-SILENT
139,3,0,0,1,74.9,0.00,SILENT,IDLE-SILENT
139,4,0,0,1,63.2,0.00,SILENT,IDLE-SILENT
140,0,0,0,1,79.5,0.00,SILENT,IDLE-SILENT
140,1,0,0,1,79.3,0.00,SILENT,IDLE-SILENT
140,2,0,0,1,31.5,0.00,SILENT,IDLE-SILENT
140,3,0,0,1,74.9,0.00,SILENT,IDLE-SILENT
140,4,0,0,1,63.1,0.00,SILENT,IDLE-SILENT
141,0,0,0,1,79.4,0.00,SILENT,IDLE-SILENT
141,1,0,0,1,79.2,0.00,SILENT,IDLE-SILENT
141,2,0,0,1,31.4,0.00,SILENT,IDLE-SILENT
141,3,0,0,1,74.9,0.00,SILENT,IDLE-SILENT
141,4,0,0,1,63.0,0.00,SILENT,IDLE-SILENT
142,0,0,0,1,79.3,0.00,SILENT,IDLE-SILENT
142,1,0,0,1,79.1,0.00,SILENT,IDLE-SILENT
142,2,0,0,1,31.3,0.00,SILENT,IDLE-SILENT
142,3,0,0,1,74.9,0.00,SILENT,IDLE-SILENT
142,4,0,0,1,62.9,0.00,SILENT,IDLE-SILENT
143,0,0,0,1,79.2,0.00,SILENT,IDLE-SILENT
143,1,0,0,1,79.0,0.00,SILENT,IDLE-SILENT
143,2,0,0,1,31.2,0.00,SILENT,IDLE-SILENT
143,3,0,0,1,74.9,0.00,SILENT,IDLE-SILENT
143,4,0,0,1,62.8,0.00,SILENT,IDLE-SILENT
144,0,0,0,1,79.1,0.00,SILENT,IDLE-SILENT
144,1,0,0,1,78.9,0.00,SILENT,IDLE-SILENT
144,2,0,0,1,31.1,0.00,SILENT,IDLE-SILENT
144,3,0,0,1,74.9,0.00,SILENT,IDLE-SILENT
144,4,0,0,1,62.7,0.00,SILENT,IDLE-SILENT
145,0,0,0,1,79.0,0.00,SILENT,IDLE-SILENT
145,1,0,0,1,78.8,0.00,SILENT,IDLE-SILENT
145,2,0,0,1,31.0,0.00,SILENT,IDLE-SILENT
145,3,0,0,1,74.9,0.00,SILENT,IDLE-SILENT
145,4,0,0,1,62.6,0.00,SILENT,IDLE-SILENT
146,0,0,0,1,78.9,0.00,SILENT,IDLE-SILENT
146,1,0,0,1,78.7,0.00,SILENT,IDLE-SILENT
146,2,0,0,1,30.9,0.00,SILENT,IDLE-SILENT
146,3,0,0,1,74.9,0.00,SILENT,IDLE-SILENT
146,4,0,0,1,62.5,0.00,SILENT,IDLE-SILENT
147,0,0,0,1,78.8,0.00,SILENT,IDLE-SILENT
147,1,0,0,1,78.6,0.00,SILENT,IDLE-SILENT
147,2,0,0,1,30.8,0.00,SILENT,IDLE-SILENT
147,3,0,0,1,74.9,0.00,SILENT,IDLE-SILENT
147,4,0,0,1,62.5,0.00,SILENT,IDLE-SILENT
148,0,0,0,1,78.7,0.00,SILENT,IDLE-SILENT
148,1,0,0,1,78.5,0.00,SILENT,IDLE-SILENT
148,2,0,0,1,30.7,0.00,SILENT,IDLE-SILENT
148,3,0,0,1,74.9,0.00,SILENT,IDLE-SILENT
148,4,0,0,1,62.5,0.00,SILENT,IDLE-SILENT
149,0,0,0,1,78.6,0.00,SILENT,IDLE-SILENT
149,1,0,0,1,78.4,0.00,SILENT,IDLE-SILENT
149,2,0,0,1,30.6,0.00,SILENT,IDLE-SILENT
149,3,0,0,1,74.9,0.00,SILENT,IDLE-SILENT
149,4,0,0,1,62.5,0.00,SILENT,IDLE-SILENT
150,0,0,0,1,78.5,0.00,SILENT,IDLE-SILENT
150,1,0,0,1,78.3,0.00,SILENT,IDLE-SILENT
150,2,0,0,1,30.5,0.00,SILENT,IDLE-SILENT
150,3,0,0,1,74.9,0.00,SILENT,IDLE-SILENT
150,4,0,0,1,62.5,0.00,SILENT,IDLE-SILENT
151,0,0,0,1,78.4,0.00,SILENT,IDLE-SILENT
151,1,0,0,1,78.2,0.00,SILENT,IDLE-SILENT
151,2,0,0,1,30.4,0.00,SILENT,IDLE-SILENT
151,3,0,0,1,74.9,0.00,SILENT,IDLE-SILENT
151,4,0,0,1,62.5,0.00,SILENT,IDLE-SILENT
152,0,0,0,1,78.3,0.00,SILENT,IDLE-SILENT
152,1,0,0,1,78.1,0.00,SILENT,IDLE-SILENT
152,2,0,0,1,30.3,0.00,SILENT,IDLE-SILENT
152,3,0,0,1,74.9,0.00,SILENT,IDLE-SILENT
152,4,0,0,1,62.5,0.00,SILENT,IDLE-SILENT
153,0,0,0,1,78.2,0.00,SILENT,IDLE-SILENT
153,1,0,0,1,78.0,0.00,SILENT,IDLE-SILENT
153,2,0,0,1,30.2,0.00,SILENT,IDLE-SILENT
153,3,0,0,1,74.8,0.00,SILENT,IDLE-SILENT
153,4,0,0,1,62.5,0.00,SILENT,IDLE-SILENT
154,0,0,0,1,78.1,0.00,SILENT,IDLE-SILENT
154,1,0,0,1,77.9,0.00,SILENT,IDLE-SILENT
154,2,0,0,1,30.1,0.00,SILENT,IDLE-SILENT
154,3,0,0,1,74.7,0.00,SILENT,IDLE-SILENT
154,4,0,0,1,62.5,0.00,SILENT,IDLE-SILENT
155,0,0,0,1,78.0,0.00,SILENT,IDLE-SILENT
155,1,0,0,1,77.8,0.00,SILENT,IDLE-SILENT
155,2,0,0,1,30.0,0.00,SILENT,IDLE-SILENT
155,3,0,0,1,74.6,0.00,SILENT,IDLE-SILENT
155,4,0,0,1,62.5,0.00,SILENT,IDLE-SILENT
156,0,0,0,1,77.9,0.00,SILENT,IDLE-SILENT
156,1,0,0,1,77.7,0.00,SILENT,IDLE-SILENT
156,2,0,0,1,29.9,0.00,SILENT,IDLE-SILENT
156,3,0,0,1,74.5,0.00,SILENT,IDLE-SILENT
156,4,0,0,1,62.5,0.00,SILENT,IDLE-SILENT
157,0,0,0,1,77.8,0.00,SILENT,IDLE-SILENT
157,1,0,0,1,77.6,0.00,SILENT,IDLE-SILENT
157,2,0,0,1,29.8,0.00,SILENT,IDLE-SILENT
157,3,0,0,1,74.4,0.00,SILENT,IDLE-SILENT
157,4,0,0,1,62.5,0.00,SILENT,IDLE-SILENT
158,0,0,0,1,77.7,0.00,SILENT,IDLE-SILENT
158,1,0,0,1,77.5,0.00,SILENT,IDLE-SILENT
158,2,0,0,1,29.7,0.00,SILENT,IDLE-SILENT
158,3,0,0,1,74.3,0.00,SILENT,IDLE-SILENT
158,4,0,0,1,62.5,0.00,SILENT,IDLE-SILENT
159,0,0,0,1,77.6,0.00,SILENT,IDLE-SILENT
159,1,0,0,1,77.4,0.00,SILENT,IDLE-SILENT
159,2,0,0,1,29.6,0.00,SILENT,IDLE-SILENT
159,3,0,0,1,74.2,0.00,SILENT,IDLE-SILENT
159,4,0,0,1,62.5,0.00,SILENT,IDLE-SILENT
160,0,0,0,1,77.5,0.00,SILENT,IDLE-SILENT
160,1,0,0,1,77.3,0.00,SILENT,IDLE-SILENT
160,2,0,0,1,29.5,0.00,SILENT,IDLE-SILENT
160,3,0,0,1,74.1,0.00,SILENT,IDLE-SILENT
160,4,0,0,1,62.5,0.00,SILENT,IDLE-SILENT
161,0,0,0,1,77.4,0.00,SILENT,IDLE-SILENT
161,1,0,0,1,77.2,0.00,SILENT,IDLE-SILENT
161,2,0,0,1,29.4,0.00,SILENT,IDLE-SILENT
161,3,0,0,1,74.0,0.00,SILENT,IDLE-SILENT
161,4,0,0,1,62.5,0.00,SILENT,IDLE-SILENT
162,0,0,0,1,77.3,0.00,SILENT,IDLE-SILENT
162,1,0,0,1,77.1,0.00,SILENT,IDLE-SILENT
162,2,0,0,1,29.3,0.00,SILENT,IDLE-SILENT
162,3,0,0,1,73.9,0.00,SILENT,IDLE-SILENT
162,4,0,0,1,62.5,0.00,SILENT,IDLE-SILENT
163,0,0,0,1,77.2,0.00,SILENT,IDLE-SILENT
163,1,0,0,1,77.0,0.00,SILENT,IDLE-SILENT
163,2,0,0,1,29.2,0.00,SILENT,IDLE-SILENT
163,3,0,0,1,73.8,0.00,SILENT,IDLE-SILENT
163,4,0,0,1,62.5,0.00,SILENT,IDLE-SILENT
164,0,0,0,1,77.1,0.00,SILENT,IDLE-SILENT
164,1,0,0,1,77.0,0.00,SILENT,IDLE-SILENT
164,2,0,0,1,29.1,0.00,SILENT,IDLE-SILENT
164,3,0,0,1,73.7,0.00,SILENT,IDLE-SILENT
164,4,0,0,1,62.5,0.00,SILENT,IDLE-SILENT
165,0,0,0,1,77.0,0.00,SILENT,IDLE-SILENT
165,1,0,0,1,77.0,0.00,SILENT,IDLE-SILENT
165,2,0,0,1,29.0,0.00,SILENT,IDLE-SILENT
165,3,0,0,1,73.6,0.00,SILENT,IDLE-SILENT
165,4,0,0,1,62.5,0.00,SILENT,IDLE-SILENT
166,0,0,0,1,76.9,0.00,SILENT,IDLE-SILENT
166,1,0,0,1,77.0,0.00,SILENT,IDLE-SILENT
166,2,0,0,1,28.9,0.00,SILENT,IDLE-SILENT
166,3,0,0,1,73.5,0.00,SILENT,IDLE-SILENT
166,4,0,0,1,62.5,0.00,SILENT,IDLE-SILENT
167,0,0,0,1,76.8,0.00,SILENT,IDLE-SILENT
167,1,0,0,1,77.0,0.00,SILENT,IDLE-SILENT
167,2,0,0,1,28.8,0.00,SILENT,IDLE-SILENT
167,3,0,0,1,73.4,0.00,SILENT,IDLE-SILENT
167,4,0,0,1,62.5,0.00,SILENT,IDLE-SILENT
168,0,0,0,1,76.7,0.00,SILENT,IDLE-SILENT
168,1,0,0,1,77.0,0.00,SILENT,IDLE-SILENT
168,2,0,0,1,28.7,0.00,SILENT,IDLE-SILENT
168,3,0,0,1,73.3,0.00,SILENT,IDLE-SILENT
168,4,0,0,1,62.5,0.00,SILENT,IDLE-SILENT
169,0,0,0,1,76.6,0.00,SILENT,IDLE-SILENT
169,1,0,0,1,77.0,0.00,SILENT,IDLE-SILENT
169,2,0,0,1,28.6,0.00,SILENT,IDLE-SILENT
169,3,0,0,1,73.2,0.00,SILENT,IDLE-SILENT
169,4,0,0,1,62.5,0.00,SILENT,IDLE-SILENT
170,0,0,0,1,76.5,0.00,SILENT,IDLE-SILENT
170,1,0,0,1,77.0,0.00,SILENT,IDLE-SILENT
170,2,0,0,1,28.5,0.00,SILENT,IDLE-SILENT
170,3,0,0,1,73.1,0.00,SILENT,IDLE-SILENT
170,4,0,0,1,62.5,0.00,SILENT,IDLE-SILENT
171,0,0,0,1,76.4,0.00,SILENT,IDLE-SILENT
171,1,0,0,1,77.0,0.00,SILENT,IDLE-SILENT
171,2,0,0,1,28.4,0.00,SILENT,IDLE-SILENT
171,3,0,0,1,73.0,0.00,SILENT,IDLE-SILENT
171,4,0,0,1,62.5,0.00,SILENT,IDLE-SILENT
172,0,0,0,1,76.3,0.00,SILENT,IDLE-SILENT
172,1,0,0,1,77.0,0.00,SILENT,IDLE-SILENT
172,2,0,0,1,28.3,0.00,SILENT,IDLE-SILENT
172,3,0,0,1,72.9,0.00,SILENT,IDLE-SILENT
